id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
8257,33,technician,divorced,secondary,no,464,no,no,cellular,4,feb,207,4,-1,0,unknown,no
8258,35,management,single,tertiary,no,837,no,no,cellular,4,aug,329,1,-1,0,unknown,no
8259,53,management,married,tertiary,no,34230,yes,yes,cellular,7,may,279,1,358,9,other,no
8260,58,retired,married,secondary,no,5435,yes,no,unknown,6,may,118,1,-1,0,unknown,no
8261,26,blue-collar,single,primary,no,102,yes,no,unknown,16,may,46,1,-1,0,unknown,no
8262,34,admin.,married,secondary,no,641,yes,yes,unknown,16,may,467,1,-1,0,unknown,no
8263,50,blue-collar,married,primary,no,334,no,no,cellular,27,aug,79,3,-1,0,unknown,no
8264,42,blue-collar,married,unknown,no,149,yes,no,telephone,23,jul,329,3,-1,0,unknown,no
8265,46,admin.,married,secondary,no,179,yes,no,cellular,29,jan,194,4,436,1,other,no
8266,45,blue-collar,married,primary,no,61,no,no,cellular,17,apr,108,1,-1,0,unknown,no
8267,46,services,married,secondary,no,375,no,no,telephone,31,jul,172,6,-1,0,unknown,no
8268,31,technician,single,secondary,no,2088,no,no,cellular,9,feb,15,14,-1,0,unknown,no
8269,44,technician,single,secondary,no,29,yes,no,unknown,5,may,151,1,-1,0,unknown,no
8270,36,management,married,tertiary,no,3839,no,no,cellular,19,nov,146,1,-1,0,unknown,no
8271,50,management,married,secondary,no,2910,no,no,telephone,29,jul,790,1,-1,0,unknown,no
8272,33,management,single,tertiary,no,3770,no,no,cellular,28,jan,757,2,-1,0,unknown,no
8273,33,blue-collar,married,primary,no,141,yes,no,unknown,21,may,578,2,-1,0,unknown,no
8274,55,management,single,tertiary,no,0,no,no,cellular,30,apr,156,3,-1,0,unknown,no
8275,40,services,single,secondary,no,65,yes,no,cellular,15,may,15,3,-1,0,unknown,no
8276,30,technician,married,secondary,no,-306,yes,yes,cellular,18,nov,372,1,186,1,failure,no
8277,36,services,married,secondary,no,3740,yes,no,cellular,7,apr,254,1,-1,0,unknown,no
8278,34,services,divorced,secondary,no,0,yes,yes,unknown,20,may,203,1,-1,0,unknown,no
8279,46,entrepreneur,married,secondary,no,131,yes,no,cellular,20,apr,69,2,-1,0,unknown,no
8280,55,management,married,tertiary,no,23189,yes,no,unknown,14,may,77,1,-1,0,unknown,no
8281,56,blue-collar,divorced,primary,yes,-1,no,no,cellular,18,jul,304,3,-1,0,unknown,no
8282,34,admin.,single,secondary,no,6979,yes,no,cellular,15,may,14,5,-1,0,unknown,no
8283,42,management,married,tertiary,no,187,no,no,cellular,11,aug,64,1,-1,0,unknown,no
8284,48,blue-collar,married,primary,no,1203,no,no,cellular,6,aug,61,5,-1,0,unknown,no
8285,51,management,married,primary,no,6298,yes,no,unknown,20,jun,14,3,-1,0,unknown,no
8286,45,blue-collar,single,tertiary,no,-243,no,yes,cellular,8,jul,171,2,-1,0,unknown,no
8287,35,self-employed,single,primary,no,181,yes,no,unknown,15,may,19,8,-1,0,unknown,no
8288,63,self-employed,married,tertiary,no,661,no,no,cellular,2,mar,56,2,-1,0,unknown,no
8289,35,blue-collar,married,secondary,no,270,yes,yes,cellular,6,apr,332,2,335,1,failure,no
8290,25,student,single,secondary,no,1919,yes,no,cellular,15,may,264,1,351,4,failure,no
8291,26,self-employed,married,secondary,no,492,yes,yes,cellular,15,may,439,4,-1,0,unknown,no
8292,29,management,single,tertiary,no,91,no,no,cellular,30,apr,99,1,274,4,other,no
8293,26,management,married,tertiary,no,775,no,no,unknown,19,may,35,3,-1,0,unknown,no
8294,26,blue-collar,single,secondary,no,2669,yes,no,cellular,16,apr,242,1,-1,0,unknown,no
8295,23,management,single,tertiary,no,2605,yes,no,unknown,7,may,278,6,-1,0,unknown,no
8296,51,management,single,unknown,no,1277,no,no,cellular,22,feb,143,5,294,1,failure,no
8297,51,blue-collar,married,secondary,no,568,yes,no,unknown,4,jun,37,1,-1,0,unknown,no
8298,43,technician,married,secondary,no,2344,yes,no,unknown,27,may,111,2,-1,0,unknown,no
8299,81,retired,divorced,primary,no,4321,no,no,cellular,11,aug,163,3,-1,0,unknown,no
8300,42,management,divorced,tertiary,no,1064,no,no,cellular,18,aug,101,2,-1,0,unknown,no
8301,41,services,married,secondary,no,241,yes,yes,unknown,4,jun,144,1,-1,0,unknown,no
8302,35,technician,single,secondary,no,183,no,no,cellular,1,sep,516,2,130,2,failure,no
8303,32,management,married,tertiary,no,9214,no,yes,unknown,18,oct,71,1,-1,0,unknown,no
8304,51,services,single,secondary,no,513,yes,no,cellular,29,jul,331,2,-1,0,unknown,no
8305,33,technician,married,secondary,no,14850,yes,no,cellular,5,feb,122,5,-1,0,unknown,no
8306,38,self-employed,married,secondary,no,279,yes,no,unknown,28,may,110,5,-1,0,unknown,no
8307,48,retired,married,tertiary,no,4,no,yes,cellular,23,jul,70,5,-1,0,unknown,no
8308,50,technician,divorced,secondary,no,-298,yes,no,cellular,6,feb,68,8,-1,0,unknown,no
8309,39,blue-collar,single,secondary,no,522,yes,no,telephone,14,may,225,7,350,2,failure,no
8310,30,services,single,secondary,no,0,yes,no,cellular,7,jul,161,2,-1,0,unknown,no
8311,39,technician,married,secondary,no,8,no,yes,cellular,17,nov,333,2,96,2,failure,no
8312,35,technician,married,tertiary,no,432,no,no,cellular,12,aug,104,8,-1,0,unknown,no
8313,41,technician,married,secondary,no,-378,yes,no,cellular,5,feb,361,1,253,2,failure,no
8314,41,admin.,married,secondary,no,338,yes,no,unknown,16,may,121,1,-1,0,unknown,no
8315,35,blue-collar,married,primary,no,2878,yes,no,cellular,18,nov,140,2,-1,0,unknown,no
8316,43,management,married,primary,no,62,yes,no,cellular,14,may,133,1,300,3,failure,no
8317,27,services,married,secondary,no,1303,yes,yes,unknown,21,may,364,1,-1,0,unknown,no
8318,32,technician,married,secondary,no,255,no,yes,cellular,25,aug,63,5,-1,0,unknown,no
8319,39,technician,divorced,secondary,no,0,yes,yes,cellular,30,apr,85,1,-1,0,unknown,no
8320,37,management,married,tertiary,no,1125,yes,no,unknown,3,jun,301,1,-1,0,unknown,no
8321,40,entrepreneur,married,secondary,no,1238,yes,no,telephone,21,jul,50,2,-1,0,unknown,no
8322,33,blue-collar,married,secondary,no,370,yes,no,cellular,8,apr,249,1,-1,0,unknown,no
8323,29,management,married,tertiary,no,2417,yes,no,cellular,7,may,126,2,-1,0,unknown,no
8324,50,housemaid,married,primary,no,4,no,no,unknown,16,jun,51,1,-1,0,unknown,no
8325,39,admin.,married,primary,no,444,yes,no,cellular,8,may,374,2,-1,0,unknown,no
8326,32,technician,single,secondary,no,28,yes,no,cellular,18,nov,368,1,-1,0,unknown,no
8327,49,management,married,tertiary,no,2139,no,no,cellular,5,aug,278,1,-1,0,unknown,no
8328,37,blue-collar,married,secondary,no,194,yes,no,unknown,12,may,566,7,-1,0,unknown,no
8329,57,blue-collar,married,primary,yes,195,no,yes,telephone,30,jul,185,4,-1,0,unknown,no
8330,44,management,married,secondary,no,0,no,no,cellular,21,aug,167,2,-1,0,unknown,no
8331,36,self-employed,married,secondary,no,189,yes,no,cellular,22,jul,632,1,-1,0,unknown,no
8332,55,management,single,secondary,no,220,yes,no,unknown,6,may,328,2,-1,0,unknown,no
8333,40,admin.,married,primary,no,189,yes,no,unknown,27,may,160,2,-1,0,unknown,no
8334,40,blue-collar,married,secondary,no,746,yes,yes,cellular,2,feb,241,1,262,3,other,no
8335,44,management,married,secondary,no,13054,yes,no,cellular,11,may,471,2,174,12,other,no
8336,41,services,married,primary,no,0,yes,no,cellular,17,jul,18,11,-1,0,unknown,no
8337,65,retired,married,secondary,no,23421,no,no,cellular,2,feb,432,1,-1,0,unknown,no
8338,31,blue-collar,married,secondary,no,41,yes,no,unknown,19,may,265,1,-1,0,unknown,no
8339,48,blue-collar,married,secondary,no,7408,no,yes,cellular,4,feb,101,2,-1,0,unknown,no
8340,55,retired,married,tertiary,no,101,yes,no,cellular,9,jul,111,1,-1,0,unknown,no
8341,34,admin.,married,secondary,no,384,yes,no,cellular,14,may,551,2,-1,0,unknown,no
8342,36,admin.,single,secondary,no,2556,yes,no,cellular,13,apr,342,1,-1,0,unknown,no
8343,33,management,married,tertiary,no,808,yes,no,cellular,19,aug,12,16,-1,0,unknown,no
8344,46,management,married,tertiary,no,0,no,no,cellular,26,may,401,1,-1,0,unknown,no
8345,52,management,married,tertiary,no,1158,no,no,cellular,27,aug,57,4,-1,0,unknown,no
8346,33,management,married,tertiary,no,334,no,no,cellular,25,nov,87,1,-1,0,unknown,no
8347,29,blue-collar,married,secondary,no,296,yes,no,unknown,4,jun,153,1,-1,0,unknown,no
8348,36,technician,married,primary,no,1653,yes,yes,unknown,27,may,336,10,-1,0,unknown,no
8349,37,admin.,married,secondary,no,1283,yes,no,unknown,20,may,209,1,-1,0,unknown,no
8350,53,blue-collar,married,primary,no,2295,no,no,cellular,21,aug,65,10,-1,0,unknown,no
8351,28,unemployed,married,secondary,no,-42,yes,yes,cellular,31,jul,143,4,-1,0,unknown,no
8352,19,student,single,secondary,no,55,no,no,telephone,6,oct,89,2,193,1,other,no
8353,41,housemaid,married,primary,no,365,no,no,cellular,8,aug,203,5,-1,0,unknown,no
8354,33,services,single,secondary,no,772,yes,no,cellular,29,jan,323,2,259,3,success,no
8355,28,management,single,tertiary,no,334,yes,no,unknown,14,may,438,4,-1,0,unknown,no
8356,40,admin.,married,secondary,no,1060,yes,no,cellular,17,apr,14,3,-1,0,unknown,no
8357,78,retired,married,unknown,no,38,no,no,telephone,4,aug,156,1,1,3,other,no
8358,29,services,single,secondary,no,146,yes,no,unknown,19,may,104,2,-1,0,unknown,no
8359,36,unemployed,married,secondary,no,439,yes,no,telephone,6,feb,18,6,-1,0,unknown,no
8360,59,entrepreneur,married,primary,no,124,yes,no,cellular,18,nov,531,3,134,7,failure,no
8361,34,services,married,secondary,no,190,yes,no,cellular,15,may,121,3,-1,0,unknown,no
8362,82,retired,married,unknown,no,211,no,no,telephone,22,apr,195,3,-1,0,unknown,no
8363,36,management,married,tertiary,no,871,no,no,cellular,18,nov,170,1,-1,0,unknown,no
8364,48,management,married,primary,no,1513,no,no,cellular,29,jan,166,2,-1,0,unknown,no
8365,36,blue-collar,married,primary,no,871,yes,yes,telephone,18,nov,2,1,-1,0,unknown,no
8366,25,technician,single,secondary,no,1298,no,no,cellular,2,sep,206,7,94,2,other,no
8367,40,technician,single,secondary,no,360,yes,no,unknown,9,may,73,1,-1,0,unknown,no
8368,33,services,married,tertiary,no,597,no,no,cellular,4,feb,134,1,-1,0,unknown,no
8369,30,blue-collar,divorced,secondary,yes,457,yes,no,unknown,20,jun,115,20,-1,0,unknown,no
8370,27,services,single,secondary,no,2457,yes,no,unknown,29,may,123,4,-1,0,unknown,no
8371,34,technician,married,tertiary,no,2069,no,no,cellular,20,aug,328,2,-1,0,unknown,no
8372,28,services,single,secondary,no,47,no,no,cellular,22,jul,405,2,-1,0,unknown,no
8373,40,blue-collar,married,primary,no,13,yes,no,unknown,4,jul,178,1,-1,0,unknown,no
8374,47,retired,married,secondary,no,-71,yes,no,cellular,11,aug,293,5,-1,0,unknown,no
8375,59,unknown,divorced,unknown,no,27,no,no,unknown,5,may,347,3,-1,0,unknown,no
8376,30,services,single,secondary,no,-114,yes,no,cellular,21,jul,396,2,-1,0,unknown,no
8377,39,unemployed,single,secondary,no,2645,yes,no,unknown,21,may,339,3,-1,0,unknown,no
8378,44,blue-collar,married,secondary,no,1025,yes,no,unknown,18,jun,200,1,-1,0,unknown,no
8379,46,management,single,tertiary,no,2044,no,no,telephone,4,feb,25,1,-1,0,unknown,no
8380,32,housemaid,married,tertiary,no,10,yes,no,unknown,2,jun,658,2,-1,0,unknown,no
8381,35,admin.,divorced,secondary,no,0,no,yes,cellular,14,jul,245,2,-1,0,unknown,no
8382,35,management,single,tertiary,no,644,yes,no,unknown,30,may,120,2,-1,0,unknown,no
8383,38,management,married,tertiary,no,4293,yes,no,cellular,6,may,92,2,250,2,failure,no
8384,27,housemaid,married,primary,yes,-238,no,no,cellular,14,jul,132,4,-1,0,unknown,no
8385,32,housemaid,divorced,secondary,no,-613,yes,no,cellular,15,apr,266,2,-1,0,unknown,no
8386,37,admin.,divorced,secondary,no,1573,yes,no,cellular,12,may,639,3,326,10,failure,no
8387,59,entrepreneur,married,tertiary,no,1728,no,no,cellular,7,jul,575,2,-1,0,unknown,no
8388,32,technician,married,tertiary,no,15,no,no,cellular,14,may,226,1,346,1,failure,no
8389,31,technician,married,secondary,no,-160,yes,no,cellular,14,jul,126,6,-1,0,unknown,no
8390,55,technician,married,secondary,no,312,no,no,cellular,6,feb,13,8,9,3,other,no
8391,26,technician,single,secondary,no,33,no,no,cellular,23,jul,91,7,-1,0,unknown,no
8392,30,blue-collar,single,secondary,no,80,yes,yes,cellular,5,may,145,1,337,4,failure,no
8393,34,admin.,married,secondary,no,445,no,no,cellular,19,aug,256,2,-1,0,unknown,no
8394,83,retired,divorced,primary,no,4565,no,no,cellular,13,sep,175,2,-1,0,unknown,no
8395,46,self-employed,married,primary,no,3262,no,no,cellular,14,aug,77,8,-1,0,unknown,no
8396,48,blue-collar,married,primary,no,559,yes,no,unknown,15,may,1231,2,-1,0,unknown,no
8397,47,blue-collar,married,secondary,no,4840,no,no,unknown,16,jun,53,1,-1,0,unknown,no
8398,31,technician,married,secondary,no,-302,no,no,cellular,13,aug,195,2,-1,0,unknown,no
8399,32,entrepreneur,married,unknown,no,73,yes,no,cellular,21,nov,158,1,135,1,failure,no
8400,32,technician,married,secondary,no,4790,yes,no,cellular,22,jul,314,2,-1,0,unknown,no
8401,39,admin.,single,secondary,no,1078,no,no,unknown,3,jun,199,3,-1,0,unknown,no
8402,54,management,married,tertiary,no,284,yes,yes,telephone,15,may,65,5,-1,0,unknown,no
8403,55,retired,married,secondary,no,493,yes,no,unknown,13,may,647,7,-1,0,unknown,no
8404,28,technician,single,secondary,no,100,yes,no,cellular,13,may,70,5,-1,0,unknown,no
8405,48,housemaid,single,secondary,no,1042,no,no,telephone,18,nov,129,2,-1,0,unknown,no
8406,44,management,married,tertiary,no,3665,no,no,cellular,17,mar,325,1,-1,0,unknown,no
8407,47,technician,married,secondary,no,-9,no,no,cellular,14,aug,457,2,-1,0,unknown,no
8408,43,blue-collar,married,secondary,no,576,yes,yes,unknown,13,may,148,1,-1,0,unknown,no
8409,53,housemaid,married,primary,yes,945,no,no,cellular,29,jan,82,2,-1,0,unknown,no
8410,42,blue-collar,married,secondary,no,108,yes,no,telephone,31,jul,51,21,-1,0,unknown,no
8411,39,management,single,tertiary,no,93,yes,yes,cellular,13,may,196,2,331,3,failure,no
8412,37,blue-collar,married,secondary,no,-97,yes,no,unknown,5,jun,135,2,-1,0,unknown,no
8413,58,management,married,tertiary,no,3768,yes,no,unknown,18,jun,316,1,-1,0,unknown,no
8414,31,services,single,secondary,no,8,no,no,cellular,7,jul,340,3,-1,0,unknown,no
8415,40,technician,married,secondary,no,66,yes,no,unknown,12,may,29,8,-1,0,unknown,no
8416,38,services,married,secondary,no,0,no,yes,cellular,16,jul,1473,6,-1,0,unknown,no
8417,46,admin.,divorced,secondary,no,-637,yes,no,cellular,17,nov,153,1,-1,0,unknown,no
8418,31,technician,married,secondary,no,0,yes,yes,cellular,28,jan,71,1,223,9,other,no
8419,32,management,married,tertiary,no,26,no,no,cellular,22,aug,222,6,-1,0,unknown,no
8420,46,entrepreneur,married,tertiary,no,4726,yes,no,cellular,8,apr,405,1,-1,0,unknown,no
8421,NULL,blue-collar,married,secondary,no,1782,yes,no,unknown,19,jun,549,1,-1,0,unknown,no
8422,28,blue-collar,single,secondary,no,3430,yes,no,unknown,6,jun,72,6,-1,0,unknown,no
8423,40,blue-collar,married,primary,no,332,yes,no,cellular,12,may,339,2,369,3,failure,no
8424,31,admin.,single,secondary,no,554,yes,no,cellular,5,feb,94,1,-1,0,unknown,no
8425,39,management,married,secondary,no,0,yes,no,cellular,24,jul,21,21,-1,0,unknown,no
8426,36,admin.,married,secondary,no,542,yes,no,unknown,18,jun,604,6,-1,0,unknown,no
8427,37,services,married,secondary,no,393,yes,yes,cellular,13,may,95,1,357,1,failure,no
8428,48,blue-collar,married,primary,no,134,yes,no,unknown,28,may,315,2,-1,0,unknown,no
8429,34,technician,married,tertiary,no,178,yes,no,cellular,18,nov,85,1,-1,0,unknown,no
8430,24,student,single,primary,no,0,no,no,unknown,5,jun,25,26,-1,0,unknown,no
8431,33,management,single,tertiary,no,23,no,no,cellular,20,aug,216,3,-1,0,unknown,no
8432,54,technician,married,secondary,no,0,no,no,telephone,16,nov,986,1,94,8,failure,no
8433,56,admin.,married,primary,no,202,yes,no,unknown,9,may,178,2,-1,0,unknown,no
8434,41,management,divorced,tertiary,no,647,yes,no,unknown,16,may,270,1,-1,0,unknown,no
8435,46,blue-collar,married,primary,no,143,yes,no,unknown,7,may,279,1,-1,0,unknown,no
8436,27,services,single,secondary,no,1928,no,yes,cellular,15,jul,513,5,-1,0,unknown,no
8437,32,admin.,single,secondary,no,1630,yes,no,cellular,30,jan,122,1,-1,0,unknown,no
8438,40,retired,married,secondary,no,102,no,no,cellular,6,may,168,1,-1,0,unknown,no
8439,38,blue-collar,divorced,primary,no,0,no,no,unknown,12,jun,49,2,-1,0,unknown,no
8440,36,blue-collar,married,secondary,no,1790,yes,no,cellular,16,apr,386,2,-1,0,unknown,no
8441,33,management,single,tertiary,no,0,no,no,unknown,27,may,277,1,-1,0,unknown,no
8442,31,management,single,tertiary,no,1675,no,no,cellular,2,sep,114,2,363,1,failure,no
8443,34,blue-collar,married,secondary,yes,-745,yes,yes,cellular,11,jul,131,2,-1,0,unknown,no
8444,34,self-employed,married,secondary,no,-56,yes,no,unknown,19,may,248,3,-1,0,unknown,no
8445,45,admin.,married,secondary,no,0,no,no,cellular,14,aug,113,2,-1,0,unknown,no
8446,52,blue-collar,married,primary,no,2396,yes,no,cellular,15,may,48,7,-1,0,unknown,no
8447,37,services,single,tertiary,no,223,yes,no,unknown,28,may,25,1,-1,0,unknown,no
8448,30,blue-collar,married,primary,no,5956,yes,yes,cellular,20,nov,405,1,139,1,failure,no
8449,35,technician,single,tertiary,no,122,no,no,cellular,20,apr,49,5,328,5,failure,no
8450,31,technician,single,secondary,no,4888,yes,no,telephone,5,may,475,4,166,2,failure,no
8451,47,housemaid,married,primary,no,183,no,no,cellular,13,aug,144,1,-1,0,unknown,no
8452,32,entrepreneur,married,tertiary,no,0,yes,yes,cellular,18,nov,95,1,-1,0,unknown,no
8453,32,technician,divorced,secondary,no,-262,yes,no,telephone,28,aug,85,24,-1,0,unknown,no
8454,39,blue-collar,single,secondary,no,169,yes,no,unknown,9,may,38,1,-1,0,unknown,no
8455,31,blue-collar,married,secondary,no,3364,yes,no,cellular,20,nov,290,1,-1,0,unknown,no
8456,31,technician,married,tertiary,no,15,no,no,unknown,2,jun,389,1,-1,0,unknown,no
8457,44,management,married,tertiary,no,126,yes,no,unknown,13,may,92,1,-1,0,unknown,no
8458,40,entrepreneur,married,tertiary,no,1953,yes,no,unknown,6,jun,112,5,-1,0,unknown,no
8459,77,retired,married,primary,no,1385,no,no,telephone,8,sep,160,4,-1,0,unknown,no
8460,34,blue-collar,married,secondary,no,261,yes,no,cellular,3,feb,88,5,251,3,failure,no
8461,48,technician,married,secondary,no,178,yes,no,unknown,17,jun,320,4,-1,0,unknown,no
8462,31,technician,single,secondary,no,1819,yes,no,unknown,15,may,226,2,-1,0,unknown,no
8463,31,management,single,tertiary,no,0,no,no,cellular,19,aug,155,4,-1,0,unknown,no
8464,32,blue-collar,single,secondary,no,6337,yes,no,cellular,19,nov,126,2,-1,0,unknown,no
8465,42,admin.,married,secondary,no,214,yes,no,unknown,28,may,21,24,-1,0,unknown,no
8466,35,management,single,tertiary,no,0,no,no,cellular,25,aug,81,6,-1,0,unknown,no
8467,57,entrepreneur,married,primary,no,1153,yes,yes,unknown,9,jun,238,6,-1,0,unknown,no
8468,56,retired,married,secondary,no,415,no,no,cellular,22,aug,158,2,-1,0,unknown,no
8469,34,management,married,tertiary,no,101,no,no,cellular,8,aug,472,2,-1,0,unknown,no
8470,52,technician,married,secondary,no,1490,no,yes,unknown,17,jun,420,4,-1,0,unknown,no
8471,31,admin.,single,secondary,no,779,yes,yes,cellular,3,apr,219,2,-1,0,unknown,no
8472,42,technician,single,secondary,no,2036,yes,no,cellular,19,nov,259,2,-1,0,unknown,no
8473,46,blue-collar,married,primary,no,333,yes,no,cellular,31,jul,284,4,-1,0,unknown,no
8474,32,technician,married,secondary,no,963,no,no,cellular,28,aug,15,13,-1,0,unknown,no
8475,47,blue-collar,married,secondary,no,4709,no,no,cellular,22,aug,78,4,-1,0,unknown,no
8476,46,blue-collar,divorced,secondary,no,1074,yes,no,cellular,14,may,277,2,-1,0,unknown,no
8477,41,admin.,single,secondary,no,90,yes,no,cellular,15,may,77,2,347,4,failure,no
8478,42,admin.,single,secondary,no,243,yes,no,unknown,14,may,46,5,-1,0,unknown,no
8479,31,self-employed,married,tertiary,no,414,no,no,cellular,14,aug,169,5,-1,0,unknown,no
8480,47,admin.,single,tertiary,no,0,no,no,cellular,29,jan,137,1,-1,0,unknown,no
8481,60,retired,married,tertiary,no,2196,no,no,cellular,15,jun,318,3,-1,0,unknown,no
8482,35,entrepreneur,single,tertiary,no,1416,yes,no,cellular,6,may,100,1,169,12,other,no
8483,46,services,divorced,secondary,no,281,yes,yes,cellular,6,may,267,1,-1,0,unknown,no
8484,40,services,married,secondary,no,518,no,no,telephone,17,jul,84,1,-1,0,unknown,no
8485,48,unknown,married,unknown,no,3,no,no,cellular,19,aug,104,2,-1,0,unknown,no
8486,52,blue-collar,married,primary,no,36,no,no,cellular,13,aug,109,2,-1,0,unknown,no
8487,50,blue-collar,married,primary,no,9301,yes,no,cellular,7,jul,136,4,-1,0,unknown,no
8488,34,technician,married,secondary,no,883,no,no,telephone,3,feb,166,2,173,3,failure,no
8489,34,admin.,married,tertiary,no,21,no,yes,cellular,2,jun,269,1,92,2,failure,no
8490,44,management,married,tertiary,no,3091,yes,no,unknown,17,jun,331,4,-1,0,unknown,no
8491,44,blue-collar,married,primary,no,2791,no,no,unknown,18,jun,335,1,-1,0,unknown,no
8492,28,services,single,secondary,no,217,yes,no,cellular,9,feb,379,3,-1,0,unknown,no
8493,28,self-employed,single,tertiary,no,1579,no,no,cellular,14,oct,122,3,-1,0,unknown,no
8494,29,management,married,secondary,no,0,yes,no,unknown,2,jun,85,4,-1,0,unknown,no
8495,29,student,single,secondary,no,314,no,no,cellular,13,aug,485,3,105,1,success,no
8496,55,management,married,tertiary,no,655,no,no,cellular,28,jul,167,6,-1,0,unknown,no
8497,31,admin.,married,secondary,no,212,yes,no,cellular,18,jul,191,3,-1,0,unknown,no
8498,31,admin.,single,secondary,no,523,no,yes,cellular,2,feb,323,1,109,5,failure,no
8499,32,management,single,tertiary,no,111,yes,no,unknown,8,may,162,2,-1,0,unknown,no
8500,31,technician,single,tertiary,no,1166,yes,no,unknown,3,jun,207,1,-1,0,unknown,no
8501,47,housemaid,married,secondary,no,582,no,no,cellular,13,aug,73,1,-1,0,unknown,no
8502,34,technician,single,secondary,no,513,yes,no,cellular,5,may,165,3,169,5,other,no
8503,53,management,married,tertiary,no,75,no,no,cellular,20,aug,216,2,-1,0,unknown,no
8504,29,admin.,single,secondary,no,1992,no,no,cellular,12,apr,119,2,-1,0,unknown,no
8505,50,management,married,secondary,no,2910,no,no,telephone,19,nov,433,1,113,1,failure,no
8506,49,services,married,secondary,no,66,yes,yes,cellular,21,nov,59,4,-1,0,unknown,no
8507,32,technician,married,secondary,no,599,no,no,cellular,19,nov,79,1,-1,0,unknown,no
8508,42,technician,married,secondary,no,89,yes,no,cellular,5,may,159,1,-1,0,unknown,no
8509,37,admin.,single,secondary,no,796,yes,no,telephone,29,jan,143,3,-1,0,unknown,no
8510,36,technician,married,tertiary,no,571,yes,yes,cellular,31,jul,46,3,-1,0,unknown,no
8511,33,blue-collar,married,secondary,no,215,no,no,cellular,15,apr,166,1,-1,0,unknown,no
8512,36,blue-collar,married,secondary,no,1088,yes,no,cellular,13,may,77,2,345,2,failure,no
8513,30,services,married,secondary,no,271,yes,no,unknown,15,may,365,1,-1,0,unknown,no
8514,57,self-employed,married,secondary,no,11494,no,no,cellular,19,nov,198,1,-1,0,unknown,no
8515,37,admin.,married,tertiary,no,2741,no,no,unknown,16,jun,204,4,-1,0,unknown,no
8516,25,services,divorced,secondary,no,1694,no,no,cellular,7,jul,159,2,-1,0,unknown,no
8517,70,retired,divorced,primary,no,383,no,no,cellular,28,apr,50,2,-1,0,unknown,no
8518,41,management,married,tertiary,no,298,no,no,cellular,4,may,63,3,272,1,other,no
8519,26,management,single,tertiary,no,155,yes,no,cellular,27,may,74,4,43,5,other,no
8520,53,entrepreneur,married,primary,no,694,yes,no,unknown,14,may,157,1,-1,0,unknown,no
8521,55,management,married,unknown,no,179,no,no,unknown,19,jun,97,1,-1,0,unknown,no
8522,23,technician,single,secondary,no,356,yes,no,cellular,18,may,224,2,356,2,failure,no
8523,45,management,married,tertiary,no,0,yes,no,cellular,5,may,469,2,342,1,failure,no
8524,34,self-employed,married,secondary,no,179,yes,yes,cellular,24,jul,137,4,-1,0,unknown,no
8525,35,management,married,tertiary,no,244,yes,no,cellular,19,nov,138,1,-1,0,unknown,no
8526,30,management,divorced,tertiary,no,46,no,no,cellular,13,aug,382,3,-1,0,unknown,no
8527,36,admin.,divorced,secondary,no,246,yes,no,unknown,16,may,206,2,-1,0,unknown,no
8528,48,self-employed,married,tertiary,no,7,yes,no,unknown,5,may,286,1,-1,0,unknown,no
8529,67,retired,divorced,primary,no,1746,no,no,cellular,5,aug,134,1,-1,0,unknown,no
8530,35,technician,single,tertiary,no,992,yes,no,cellular,26,aug,79,1,114,3,failure,no
8531,38,housemaid,divorced,tertiary,no,4312,no,no,cellular,15,may,67,4,175,6,failure,no
8532,44,blue-collar,married,primary,no,103,yes,no,cellular,12,may,79,1,329,2,failure,no
8533,54,blue-collar,married,secondary,no,506,yes,no,cellular,18,nov,172,2,104,2,failure,no
8534,42,management,divorced,tertiary,no,461,yes,no,unknown,3,jun,72,1,-1,0,unknown,no
8535,36,technician,single,tertiary,no,268,no,no,cellular,29,aug,54,12,-1,0,unknown,no
8536,26,technician,single,secondary,yes,-454,no,yes,cellular,18,jul,652,2,-1,0,unknown,no
8537,35,management,married,tertiary,no,365,no,no,cellular,21,nov,168,2,-1,0,unknown,no
8538,33,technician,divorced,secondary,no,2,yes,no,cellular,7,may,600,2,330,17,failure,no
8539,58,services,married,secondary,no,1667,yes,yes,unknown,6,may,85,1,-1,0,unknown,no
8540,21,blue-collar,single,secondary,no,2265,no,no,cellular,27,may,156,4,99,2,success,no
8541,34,blue-collar,married,secondary,no,4622,yes,yes,unknown,20,may,217,1,-1,0,unknown,no
8542,38,blue-collar,single,secondary,no,0,no,no,cellular,13,aug,255,2,105,1,failure,no
8543,41,technician,married,secondary,no,188,no,yes,telephone,31,jul,15,25,-1,0,unknown,no
8544,36,management,single,secondary,no,0,no,no,cellular,13,aug,333,5,-1,0,unknown,no
8545,38,self-employed,single,secondary,no,592,no,no,cellular,6,may,275,1,-1,0,unknown,no
8546,25,technician,married,secondary,no,-276,yes,no,unknown,4,jun,105,1,-1,0,unknown,no
8547,34,technician,married,secondary,no,1254,no,no,cellular,6,may,77,3,-1,0,unknown,no
8548,34,technician,married,secondary,no,652,yes,yes,cellular,18,jul,50,4,-1,0,unknown,no
8549,45,blue-collar,married,secondary,no,192,yes,no,cellular,13,may,154,5,176,1,other,no
8550,30,technician,single,secondary,no,148,yes,yes,cellular,15,may,115,5,-1,0,unknown,no
